timestamp,best_bid,best_ask,bid_ask_spread,mid_price,bid_order_count,bid_volume_sum,bid_price_mean,bid_price_std,bid_penny_count,bid_penny_ratio,ask_order_count,ask_volume_sum,ask_price_mean,ask_price_std,ask_penny_count,ask_penny_ratio
1970-01-01 00:00:00.000000000,2005.0,1971.0,-34.0,1988.0,4,88.0,1993.25,17.075811352124173,0,0.0,3,87.0,1993.0,19.157244060668017,0,0.0
1970-01-01 00:00:00.000000100,2004.0,1971.0,-33.0,1987.5,5,90.0,1987.4,17.868967513541488,0,0.0,3,75.0,1993.0,19.28730152198591,0,0.0
1970-01-01 00:00:00.000000200,2003.0,1969.0,-34.0,1986.0,4,75.0,1982.75,20.072784228070304,0,0.0,4,73.0,1994.0,16.872067646458373,0,0.0
1970-01-01 00:00:00.000000300,2003.0,1968.0,-35.0,1985.5,3,83.0,1988.3333333333333,20.428737928059384,0,0.0,3,83.0,1991.3333333333333,20.428737928059384,0,0.0
1970-01-01 00:00:00.000000400,2004.0,1968.0,-36.0,1986.0,3,72.0,1988.6666666666667,20.033305601755657,0,0.0,4,78.0,1986.0,20.412414523193185,1,0.1111111111111111
1970-01-01 00:00:00.000000500,2004.0,1970.0,-34.0,1987.0,4,85.0,1991.5,17.253019059476735,0,0.0,3,84.0,1992.3333333333333,19.655363983740724,0,0.0
1970-01-01 00:00:00.000000600,2006.0,1968.0,-38.0,1987.0,5,92.0,1995.4,17.35799527595279,1,0.1111111111111111,3,81.0,1992.3333333333333,21.361959960016122,0,0.0
1970-01-01 00:00:00.000000700,2006.0,1970.0,-36.0,1988.0,4,85.0,1994.25,18.42778698958,1,0.1111111111111111,3,78.0,1993.6666666666667,20.79262689833429,0,0.0
1970-01-01 00:00:00.000000800,2005.0,1970.0,-35.0,1987.5,4,80.0,1993.25,17.67059704707227,0,0.0,4,79.0,1997.5,18.52025917745215,0,0.0
1970-01-01 00:00:00.000000900,2005.0,1970.0,-35.0,1987.5,4,84.0,1992.0,17.60681686165901,0,0.0,3,82.0,1993.0,20.223748416156685,0,0.0
1970-01-01 00:00:00.000001000,2005.0,1970.0,-35.0,1987.5,3,78.0,1990.3333333333333,20.428737928059384,0,0.0,5,92.0,1997.8,15.896540504147456,0,0.0
1970-01-01 00:00:00.000001100,2007.0,1971.0,-36.0,1989.0,4,88.0,1995.0,18.348478592697163,1,0.1111111111111111,5,80.0,1998.6,15.946786510140557,0,0.0
1970-01-01 00:00:00.000001200,2006.0,1971.0,-35.0,1988.5,3,87.0,1990.6666666666667,20.033305601755657,0,0.0,4,87.0,1997.5,17.935068069752823,0,0.0
1970-01-01 00:00:00.000001300,2007.0,1971.0,-36.0,1989.0,4,80.0,1993.0,17.146428199482227,0,0.0,3,82.0,1994.0,20.42057785666214,0,0.0
1970-01-01 00:00:00.000001400,2006.0,1972.0,-34.0,1989.0,4,79.0,1984.75,19.207203509794585,0,0.0,4,80.0,1994.75,15.903353943953666,0,0.0
1970-01-01 00:00:00.000001500,2006.0,1972.0,-34.0,1989.0,5,77.0,1987.8,16.724233913695397,0,0.0,3,76.0,1994.0,19.697715603592208,0,0.0
1970-01-01 00:00:00.000001600,2007.0,1974.0,-33.0,1990.5,3,76.0,1991.3333333333333,19.13983629327409,0,0.0,4,80.0,1998.75,17.056279391082544,0,0.0
1970-01-01 00:00:00.000001700,2007.0,1972.0,-35.0,1989.5,3,77.0,1991.6666666666667,19.295940851208435,0,0.0,6,95.0,1994.1666666666667,17.267503197239247,1,0.1111111111111111
1970-01-01 00:00:00.000001800,2008.0,1974.0,-34.0,1991.0,4,82.0,1995.75,17.23127002477376,1,0.1111111111111111,4,75.0,1996.25,15.734781006843852,0,0.0
1970-01-01 00:00:00.000001900,2008.0,1972.0,-36.0,1990.0,4,87.0,1994.25,17.269916039170564,0,0.0,4,91.0,1998.75,18.282505298782237,0,0.0
1970-01-01 00:00:00.000002000,2009.0,1975.0,-34.0,1992.0,3,76.0,1993.3333333333333,19.13983629327409,0,0.0,4,85.0,1997.5,15.800843859321775,0,0.0
1970-01-01 00:00:00.000002100,2007.0,1974.0,-33.0,1990.5,4,76.0,1994.5,16.0312195418814,0,0.0,3,72.0,1995.6666666666667,19.295940851208435,0,0.0
